0001,"no patrón, color uniforme"
0002,"no patrón, color uniforme"
0003,"no patrón, color uniforme"
0004,"no patrón, color uniforme"
0005,"no patrón, color uniforme"
0006,"no patrón, color uniforme"
0007,"no patrón, color uniforme"
0008,"no patrón, color uniforme"
0009,"no patrón, color uniforme"
0010,"no patrón, color uniforme"
0011,"no patrón, color uniforme"
0012,"no patrón, color uniforme"
0013,"no patrón, color uniforme"
0014,"no patrón, color uniforme"
0015,"no patrón, color uniforme"
0016,"no patrón, color uniforme"
0017,"no patrón, color uniforme"
0018,"no patrón, color uniforme"
0019,"no patrón, color uniforme"
0020,"no patrón, color uniforme"
0021,"no patrón, color uniforme"
0022,"no patrón, color uniforme"
0023,"no patrón, color uniforme"
0024,"no patrón, color uniforme"
0025,"no patrón, color uniforme"
0026,"no patrón, color uniforme"
0027,"romboidal, concéntrico, geométrico"
0028,escalonado
0029,"escalonado, zigzag, pictográfico"
0030,pictográfico
0031,"patrón complejo, disposición horizontal, pictográfico"
0032,"triangular, horizontal, circular"
0033,"horizontal, lineal"
0034,"horizontal, lineal"
0035,"triangular, encadenado, horizontal"
0036,"escalonado, rejilla, pictográfico, circular, personaje"
0037,"triangular, encadenado, horizontal"
0038,"triangular, encadenado, horizontal"
0039,"pictográfico, horizontal"
0040,"escalonado, horizontal"
0041,"horizontal, pictográfico"
0042,"rejilla, diagonal, horizontal"
0043,"triangular, encadenado, horizontal"
0044,"rejilla, diagonal, horizontal"
0045,"triangular, encadenado,  zigzag"
0046,"pictográfico, horizontal, vertical, complejo"
0047,"pictográfico, animal"
0048,"triangular, circular"
0049,"pictográfico, curva, horizontal"
0050,personaje
0051,"pictográfico, circular"
0052,"horizontal, zigzag"
0053,"horizontal, pictográfico"
0054,"pictográfico, personaje"
0055,"pictográfico, curva, circular"
0056,"pictográfico, horizontal, complejo"
0057,"pictográfico, animal"
0058,"escalonado, horizontal"
0059,"pictográfico, complejo, personaje"
0060,"triangular, encadenado, circular"
0061,"zigzag, complejo, horizontal"
0062,"escalonado, complejo"
0063,"pictográfico, personaje"
0064,"pictográfico, animal"
0065,"pictográfico, personaje"
0066,"rejilla, romboidal"
0067,"pictográfico, vegetación"
0068,"pictográfico, complejo"
0069,"circular, horizontal"
0070,"circular, concéntrico, horizontal"
0071,"pictográfico, personaje, complejo"
0072,"no patrón, color uniforme"
0073,"rectangular, horizontal"
0074,"complejo, circular"
0075,"rectangular, escalonado, horizontal"
0076,"complejo, pictográfico, concéntrico"
0077,"pictográfrico, personaje, complejo"
0078,"circular, horizontal"
0079,"pictográfico, zigzag"
0080,"circular, concéntrico"
0081,"no patrón, color uniforme"
0082,"no patrón, color uniforme"
0083,"pictográfico, animal, complejo"
0084,"pictográfico, vegetación, complejo"
0085,"horizontal, circular"
0086,"escalonado, poligonal, complejo"
0087,"pictográfico, personaje, animal, complejo"
0088,"circular, complejo, concéntrico"
0089,"concéntrico, semi-circular, complejo, vertical"
0090,"romboidal, rejilla, vegetación, horizontal"
0091,"pictográfico, vegetación"
0092,"horizontal, cruz"
0093,"horizontal, pestaña"
0094,"pictográfico, animal, complejo"
0095,"vertical, barras, circular"
0096,"horizontal, ondas"
0097,"horizontal, curva"
0098,"poligonal, horizontal"
0099,"pictográfico, animal, complejo"
0100,"picrográfico, animal, complejo"
0101,"pictográfico, vegetación"
0102,"pictográfico, animal, complejo, horizontal"
0103,"horizontal, curva"
0104,"malla, mancha"
0105,"pictográfico, animal, complejo"
0106,"pictográfico, animal, complejo"
0107,"pictográfico, vegetación, complejo"
0108,"curva, circular"
0109,"personaje, pictográfico, complejo"
0110,"zigzag, circular, horizontal"
0111,"pictográfico, vertical, vegetación"
0112,"pictográfico, vegetación, complejo"
0113,"no patrón, color uniforme"
0114,"pictográfico, complejo, animal"
0115,"pictográfico, complejo, animal"
0116,"pictográfico, personaje, complejo"
0117,"romboidal, concéntrico, geométrico"
0118,"pictográfico, vegetación, complejo"
0119,"no patrón, color uniforme"
0120,"zigzag, circular, escalonado"
0121,"no patrón, color uniforme"
0122,"romboidal, concéntrico, geométrico"
0123,"no patrón, color uniforme"
0124,"horizontal, vertical, barra"
0125,"circular, barra, vertical"
0126,"no patrón, color uniforme"
0127,"no patrón, color uniforme"
0128,"no patrón, color uniforme"
0129,"escalonado, grabado"
0130,"circular, horizontal"
0131,"romboidal, rejilla, zigzag, rectangular, horizontal"
0132,"barra, vertical"
0133,"escalonado, horizontal"
0134,"no patrón, color uniforme"
0135,"romboidal, rejilla, escalonado"
0136,"escalonado, barra, vertical"
0137,"romboidal, escalonado"
0138,"pictográfico, complejo, cruz"
0139,"no patrón, color uniforme"
0140,"no patrón, color uniforme, relieve"
0141,"no patrón, color uniforme"
0142,"diagonal, líneas"
0143,"no patrón, color uniforme"
0144,"líneas, rejilla, barra, vertical"
0145,"no patrón, color uniforme"
0146,"no patrón, color uniforme"
0147,"barra, vertical"
0148,"barra, vertical"
0149,rejilla
0150,"barra, vertical"
0151,"horizontal, curva"
0152,"escalonado, diagonal"
0153,"pictográfico, vegetación"
0154,"pictográfico, personaje, complejo"
0155,"zigzag, circular"
0156,"no patrón, color uniforme"
0157,"no patrón, color uniforme"
0158,"no patrón, color uniforme"
0159,"no patrón, color uniforme"
0160,"curva, horizontal"
0161,"romboidal, rejilla"
0162,"triangular, circular"
0163,"relieve, rectangular, complejo"
0164,"no patrón, color uniforme"
0165,"no patrón, color uniforme"
0166,"barra, vertical"
0167,"pictográfico, animal, complejo, triangular"
0168,"escalonado, vertical, barra"
0169,horizontal
0170,"vegetación, pictográfico"
0171,"escalonado, poligonal"
0172,"escalonado, diagonal, horizontal"
0173,"zigzag, romboidal, escalonado, horizontal"
0174,"pictográfico, vegetación"
0175,"romboidal, concéntrico, geométrico"
0176,"pictográfico, animal, complejo"
0177,"horizontal, geométrico"
0178,"escalonado, horizontal"
0179,"romboidal, complejo"
0180,"romboidal, rejilla, escalonado, horizontal"
0181,"triangular, escalonado, geométrico, complejo"
0182,"escalonado, triangular, complejo"
0183,"romboidal, complejo"
0184,"zigzag, circular, escalonado"
0185,"escalonado, circular, horizontal"
0186,"escalonado, zigzag, horizontal"
0187,"pictográfico, escalonado"
0188,"escalonado, barra, vertical, circular"
0189,"rejilla, rectangular"
0190,"romboidal, concéntrico, horizontal, barra, vertical"
0191,"no patrón, color uniforme"
0192,"escalonado, romboidal, rejilla, complejo"
0193,"rectangular, concéntrico"
0194,"geométrico, barra, vertical, diagonal"
0195,"horizontal, geométrico"
0196,"escalonado, zigzag, horizontal"
0197,"escalonado, circular, horizontal"
0198,"circular, horizontal"
0199,"circular, barra, vertical"
0200,"complejo, barra, vertical, horizontal, circular"